dataset_id_1,column_name_1,dataset_id_2,column_name_2,score,method
xjfq-wh2d,,pvkv-25ck,,0.7945,embedding
xjfq-wh2d,,6ctv-n46c,,0.7645,embedding
xjfq-wh2d,,56e3-rp8d,,0.7579,embedding
xjfq-wh2d,,6pwv-zmgh,,0.7508,embedding
xjfq-wh2d,,k7b3-4y4m,,0.9591,embedding
xjfq-wh2d,,c4dx-tk4d,,0.9591,embedding
xjfq-wh2d,,kpv8-upnp,,0.9591,embedding
xjfq-wh2d,,xjtr-h2x2,,0.9591,embedding
xjfq-wh2d,,pxzj-y6s8,,0.9591,embedding
erm2-nwe9,,43nn-pn8j,,0.8695,embedding
erm2-nwe9,,6z8x-wfk4,,0.7874,embedding
erm2-nwe9,,wvxf-dwi5,,0.7657,embedding
erm2-nwe9,,w9ak-ipjd,,0.7513,embedding
erm2-nwe9,,w7w3-xahh,,0.8587,embedding
erm2-nwe9,,9rz4-mjek,,0.7566,embedding
erm2-nwe9,,pvqr-7yc4,,0.7553,embedding
erm2-nwe9,,8586-3zfm,,0.8852,embedding
erm2-nwe9,,eccv-9dzr,,0.9017,embedding
erm2-nwe9,,hc8x-tcnd,,0.8466,embedding
erm2-nwe9,,pe54-wf39,,0.8774,embedding
erm2-nwe9,,pasr-j7fb,,0.7876,embedding
erm2-nwe9,,64uk-42ks,,0.7747,embedding
erm2-nwe9,,867j-5pgi,,0.7836,embedding
erm2-nwe9,,enfh-gkve,,0.8033,embedding
erm2-nwe9,,bs8b-p36w,,0.8246,embedding
erm2-nwe9,,p937-wjvj,,0.8507,embedding
erm2-nwe9,,wz6d-d3jb,,0.7603,embedding
erm2-nwe9,,yjxr-fw8i,,0.7984,embedding
erm2-nwe9,,4e2n-s75z,,0.8014,embedding
erm2-nwe9,,4d7f-74pe,,0.8329,embedding
erm2-nwe9,,yjub-udmw,,0.879,embedding
erm2-nwe9,,693u-uax6,,0.8992,embedding
erm2-nwe9,,cspg-yi7g,,0.7913,embedding
erm2-nwe9,,a8wp-rerh,,0.7913,embedding
erm2-nwe9,,ptev-4hud,,0.8492,embedding
erm2-nwe9,,9a87-6m4x,,0.839,embedding
erm2-nwe9,,bty7-2jhb,,0.7512,embedding
erm2-nwe9,,jt7v-77mi,,0.7554,embedding
erm2-nwe9,,t8hj-ruu2,,0.7947,embedding
erm2-nwe9,,h922-d8e5,,0.8664,embedding
erm2-nwe9,,59kj-x8nc,,0.7881,embedding
erm2-nwe9,,mifw-tguq,,0.8847,embedding
erm2-nwe9,,kiv2-tbus,,0.7541,embedding
erm2-nwe9,,pitm-atqc,,0.8322,embedding
erm2-nwe9,,krx7-u82t,,0.7898,embedding
erm2-nwe9,,ntcm-2w4k,,0.8415,embedding
erm2-nwe9,,cete-9g3v,,0.849,embedding
erm2-nwe9,,87fx-28ei,,0.7899,embedding
erm2-nwe9,,wxhr-qbhz,,0.7549,embedding
erm2-nwe9,,9jgj-bmct,,0.778,embedding
erm2-nwe9,,2bnn-yakx,,0.7541,embedding
erm2-nwe9,,s4kf-3yrf,,0.9023,embedding
erm2-nwe9,,vq35-j9qm,,0.7665,embedding
erm2-nwe9,,tb8q-a3ar,,0.7859,embedding
erm2-nwe9,,kh3d-xhq7,,0.8607,embedding
erm2-nwe9,,ajxm-kzmj,,0.8452,embedding
erm2-nwe9,,i7jb-7jku,,0.8892,embedding
erm2-nwe9,,bmxf-3rd4,,0.8507,embedding
erm2-nwe9,,wvts-6tdf,,0.8476,embedding
erm2-nwe9,,vqu8-xef9,,0.7865,embedding
erm2-nwe9,,w2pb-icbu,,0.7806,embedding
erm2-nwe9,,92iy-9c3n,,0.8877,embedding
erm2-nwe9,,f4yq-wry5,,0.8655,embedding
erm2-nwe9,,mv4k-y93f,,0.7742,embedding
erm2-nwe9,,mdbu-nrqn,,0.7545,embedding
erm2-nwe9,,jzhd-m6uv,,0.8566,embedding
erm2-nwe9,,sv2w-rv3k,,0.7682,embedding
erm2-nwe9,,hcir-3275,,0.8173,embedding
erm2-nwe9,,4dx7-axux,,0.7957,embedding
erm2-nwe9,,kiyv-ks3f,,0.8008,embedding
erm2-nwe9,,ji82-xba5,,0.7789,embedding
erm2-nwe9,,nre2-6m2s,,0.8577,embedding
erm2-nwe9,,wshr-5vic,,0.8331,embedding
erm2-nwe9,,d6zx-ckhd,,0.7666,embedding
erm2-nwe9,,qybk-bjjc,,0.7943,embedding
erm2-nwe9,,wwhr-5ven,,0.8125,embedding
erm2-nwe9,,tbgj-tdd6,,0.8769,embedding
erm2-nwe9,,i4kb-6ab6,,0.8823,embedding
erm2-nwe9,,ud4g-9x9z,,0.8601,embedding
erm2-nwe9,,8vwk-6iz2,,0.7791,embedding
erm2-nwe9,,rvih-nhyn,,0.8318,embedding
erm2-nwe9,,ygpa-z7cr,,0.8054,embedding
erm2-nwe9,,hn5i-inap,,0.7757,embedding
erm2-nwe9,,pkdm-hqz6,,0.7778,embedding
erm2-nwe9,,tjus-cn27,,0.8276,embedding
erm2-nwe9,,hjae-yuav,,0.7926,embedding
erm2-nwe9,,c5vm-g2dk,,0.7538,embedding
erm2-nwe9,,w9ei-idxz,,0.8429,embedding
erm2-nwe9,,v57i-gtxb,,0.8622,embedding
erm2-nwe9,,faiq-9dfq,,0.7541,embedding
erm2-nwe9,,4j29-i5ry,,0.8055,embedding
erm2-nwe9,,bzxi-2tsw,,0.8184,embedding
erm2-nwe9,,p4u2-3jgx,,0.7819,embedding
erm2-nwe9,,ssq6-fkht,,0.7919,embedding
erm2-nwe9,,crns-fw6u,,0.8522,embedding
erm2-nwe9,,xnfm-u3k5,,0.8537,embedding
erm2-nwe9,,3ub5-4ph8,,0.8603,embedding
erm2-nwe9,,9d9t-bmk7,,0.8867,embedding
erm2-nwe9,,bi53-yph3,,0.7636,embedding
erm2-nwe9,,yvxd-uipr,,0.8863,embedding
erm2-nwe9,,7mxj-7a6y,,0.7541,embedding
erm2-nwe9,,3rfa-3xsf,,0.9538,embedding
erm2-nwe9,,bsin-59hv,,0.8099,embedding
erm2-nwe9,,n6c5-95xh,,0.8895,embedding
erm2-nwe9,,855j-jady,,0.8417,embedding
erm2-nwe9,,a5td-mswe,,0.7541,embedding
erm2-nwe9,,8znf-7b2c,,0.8415,embedding
erm2-nwe9,,c284-tqph,,0.7541,embedding
erm2-nwe9,,5ery-qagt,,0.8476,embedding
erm2-nwe9,,fn4k-qyk2,,0.8713,embedding
erm2-nwe9,,8qgy-ka3v,,0.7751,embedding
erm2-nwe9,,u35m-9t32,,0.8672,embedding
erm2-nwe9,,iz2q-9x8d,,0.7583,embedding
erm2-nwe9,,pqg4-dm6b,,0.8172,embedding
erm2-nwe9,,if26-z6xq,,0.8647,embedding
erm2-nwe9,,2n4x-d97d,,0.863,embedding
erm2-nwe9,,p7t3-5i9s,,0.7541,embedding
erm2-nwe9,,d4iy-9uh7,,0.847,embedding
erm2-nwe9,,xp25-gxux,,0.8952,embedding
erm2-nwe9,,hg3c-2jsy,,0.7506,embedding
erm2-nwe9,,bdjm-n7q4,,0.8162,embedding
erm2-nwe9,,pd5h-92mc,,0.8483,embedding
erm2-nwe9,,6fi9-q3ta,,0.8574,embedding
erm2-nwe9,,6smc-7mk6,,0.8896,embedding
erm2-nwe9,,478a-yykk,,0.7903,embedding
erm2-nwe9,,tc6u-8rnp,,0.8909,embedding
erm2-nwe9,,vz8c-29aj,,0.873,embedding
erm2-nwe9,,98b7-th5j,,0.8738,embedding
erm2-nwe9,,869v-vr48,,0.7541,embedding
erm2-nwe9,,kvfd-bves,,0.7541,embedding
erm2-nwe9,,57p3-pdcj,,0.75,embedding
erm2-nwe9,,kyad-zm4j,,0.8595,embedding
erm2-nwe9,,wzur-rhz9,,0.8834,embedding
erm2-nwe9,,adax-9mit,,0.8393,embedding
erm2-nwe9,,fc53-9hrv,,0.8777,embedding
erm2-nwe9,,b9km-gdpy,,0.8415,embedding
erm2-nwe9,,dt2z-amuf,,0.8976,embedding
erm2-nwe9,,ruf7-3wgc,,0.7931,embedding
erm2-nwe9,,ph7v-u5f3,,0.7911,embedding
erm2-nwe9,,q5u8-89nv,,0.8698,embedding
erm2-nwe9,,bme5-7ty4,,0.7535,embedding
erm2-nwe9,,hu6m-9cfi,,0.7975,embedding
erm2-nwe9,,xxbr-ypig,,0.7624,embedding
erm2-nwe9,,e5aq-a4j2,,0.7898,embedding
erm2-nwe9,,inkn-q76z,,0.7846,embedding
erm2-nwe9,,3279-pp7v,,0.8482,embedding
erm2-nwe9,,bquu-z2ht,,0.7875,embedding
erm2-nwe9,,y9b6-624z,,0.8723,embedding
erm2-nwe9,,4kpn-sezh,,0.8058,embedding
erm2-nwe9,,jdn9-td9w,,0.8623,embedding
erm2-nwe9,,ubdi-jgw2,,0.855,embedding
erm2-nwe9,,g76y-dcqj,,0.7754,embedding
erm2-nwe9,,kwvk-z7i9,,0.7874,embedding
erm2-nwe9,,xx2p-4jnq,,0.8739,embedding
erm2-nwe9,,qnv7-p7a2,,0.8174,embedding
erm2-nwe9,,37fm-7uaa,,0.8189,embedding
erm2-nwe9,,u9wf-3gbt,,0.8225,embedding
erm2-nwe9,,bvug-v3mm,,0.8663,embedding
erm2-nwe9,,799n-b76v,,0.8694,embedding
erm2-nwe9,,ck4n-5h6x,,0.8404,embedding
erm2-nwe9,,ebkm-iyma,,0.8921,embedding
erm2-nwe9,,n8q6-i44s,,0.7991,embedding
erm2-nwe9,,de3m-c5p4,,0.8063,embedding
erm2-nwe9,,esmy-s8q5,,0.8224,embedding
erm2-nwe9,,82zj-84is,,0.8713,embedding
erm2-nwe9,,gfej-by6h,,0.8715,embedding
erm2-nwe9,,72r6-mtgs,,0.76,embedding
erm2-nwe9,,pdiy-9ae5,,0.7938,embedding
erm2-nwe9,,cr93-x2xf,,0.8113,embedding
erm2-nwe9,,uh2s-ftgh,,0.8159,embedding
erm2-nwe9,,5vi6-xdpy,,0.8697,embedding
erm2-nwe9,,vn4m-mk4t,,0.8495,embedding
erm2-nwe9,,pc34-d3sx,,0.8484,embedding
erm2-nwe9,,w8dz-xpjh,,0.8741,embedding
erm2-nwe9,,mu46-p9is,,0.8447,embedding
erm2-nwe9,,cqc8-am9x,,0.7528,embedding
erm2-nwe9,,y5rm-wagw,,0.7544,embedding
erm2-nwe9,,a4qt-mpr5,,0.8806,embedding
erm2-nwe9,,qxbt-vysj,,0.7794,embedding
erm2-nwe9,,sqcr-6mww,,0.9538,embedding
erm2-nwe9,,kuxa-tauh,,0.8346,embedding
erm2-nwe9,,2bsr-c6qq,,0.82,embedding
erm2-nwe9,,quxm-hmyr,,0.8865,embedding
erm2-nwe9,,sp4a-vevi,,0.8161,embedding
erm2-nwe9,,ayeb-p4mv,,0.8896,embedding
erm2-nwe9,,242c-ru4i,,0.8348,embedding
erm2-nwe9,,u553-m549,,0.7994,embedding
erm2-nwe9,,g9jx-npbk,,0.8127,embedding
erm2-nwe9,,9hxz-c2kj,,0.8515,embedding
erm2-nwe9,,76ig-c548,,1.0,embedding
erm2-nwe9,,cwy2-px8b,,0.9757,embedding
erm2-nwe9,,9z9b-6hvk,,0.8719,embedding
erm2-nwe9,,hxbk-grd3,,0.8199,embedding
erm2-nwe9,,xw3j-2yxf,,0.8451,embedding
erm2-nwe9,,r528-jcks,,0.778,embedding
erm2-nwe9,,xeqp-qz8h,,0.804,embedding
erm2-nwe9,,dy27-rrad,,0.8459,embedding
erm2-nwe9,,ibs4-k445,,0.8951,embedding
erm2-nwe9,,cm6g-t7ye,,0.8358,embedding
erm2-nwe9,,nk7g-qeep,,0.8003,embedding
erm2-nwe9,,483x-fy9e,,0.7563,embedding
erm2-nwe9,,6anw-twe4,,0.8293,embedding
erm2-nwe9,,8kuj-2n3u,,0.7913,embedding
erm2-nwe9,,f264-qcv3,,0.8753,embedding
erm2-nwe9,,8fei-z6rz,,0.8237,embedding
erm2-nwe9,,bheb-sjfi,,0.8272,embedding
erm2-nwe9,,gkgs-za6m,,0.8565,embedding
erm2-nwe9,,bf97-mjsy,,0.865,embedding
erm2-nwe9,,buk3-3qpr,,0.7838,embedding
erm2-nwe9,,b4mf-rg6h,,0.7873,embedding
erm2-nwe9,,2w2g-fk3i,,0.8278,embedding
erm2-nwe9,,3r2x-bnmj,,0.765,embedding
erm2-nwe9,,wycc-5aqt,,0.8253,embedding
erm2-nwe9,,qm5f-frjb,,0.7932,embedding
erm2-nwe9,,rear-wh5i,,0.831,embedding
erm2-nwe9,,i595-2byq,,0.8626,embedding
erm2-nwe9,,7t9i-jsfp,,0.7624,embedding
erm2-nwe9,,did2-qzw3,,0.7577,embedding
erm2-nwe9,,itd7-gx3g,,0.8446,embedding
erm2-nwe9,,im9z-53hg,,0.7931,embedding
erm2-nwe9,,uzcy-9puk,,0.9538,embedding
erm2-nwe9,,hyur-qpyf,,0.834,embedding
erm2-nwe9,,56u5-n9sa,,0.8545,embedding
erm2-nwe9,,x4ud-jhxu,,0.8443,embedding
erm2-nwe9,,5694-9szk,,0.862,embedding
erm2-nwe9,,edk2-vkjh,,0.8593,embedding
erm2-nwe9,,w49t-5gha,,0.8592,embedding
erm2-nwe9,,ghu2-eden,,0.7828,embedding
erm2-nwe9,,d83i-6us7,,0.8714,embedding
erm2-nwe9,,mk9u-qu7i,,0.8004,embedding
erm2-nwe9,,592z-n7dk,,0.7693,embedding
erm2-nwe9,,xhvt-s4va,,0.7843,embedding
erm2-nwe9,,exsg-kpya,,0.8383,embedding
erm2-nwe9,,k65y-fzgq,,0.8253,embedding
erm2-nwe9,,uxsz-6j5j,,0.8337,embedding
erm2-nwe9,,48pb-zy2g,,0.8561,embedding
erm2-nwe9,,8wi4-bsy4,,0.8442,embedding
erm2-nwe9,,bvna-6j7v,,0.8784,embedding
erm2-nwe9,,cpcm-i88g,,0.8565,embedding
erm2-nwe9,,uf93-f8nk,,0.7908,embedding
erm2-nwe9,,sxmw-f24h,,0.9538,embedding
erm2-nwe9,,56e3-rp8d,,0.752,embedding
erm2-nwe9,,hy4q-igkk,,0.9538,embedding
erm2-nwe9,,xpbf-ithr,,0.8258,embedding
erm2-nwe9,,2z24-2htf,,0.8062,embedding
erm2-nwe9,,3gkd-ddzn,,0.8766,embedding
erm2-nwe9,,aiww-p3af,,0.9538,embedding
erm2-nwe9,,g3xg-qtbc,,0.7532,embedding
erm2-nwe9,,shpd-5q9m,,0.859,embedding
erm2-nwe9,,tfbb-gszk,,0.8457,embedding
erm2-nwe9,,yhdx-itry,,0.8537,embedding
erm2-nwe9,,qrb4-aqtx,,0.8562,embedding
erm2-nwe9,,ufxk-pq9j,,0.8942,embedding
erm2-nwe9,,3bkg-usya,,0.7632,embedding
erm2-nwe9,,a94k-kjys,,0.8056,embedding
erm2-nwe9,,sh4i-rsb8,,0.7948,embedding
erm2-nwe9,,mf9g-zhbw,,0.836,embedding
erm2-nwe9,,augs-s4dd,,0.7624,embedding
erm2-nwe9,,gy3q-4tzp,,0.8253,embedding
erm2-nwe9,,5npv-j6gn,,0.8603,embedding
erm2-nwe9,,c292-vzrn,,0.7729,embedding
erm2-nwe9,,esmb-8zkm,,0.7592,embedding
erm2-nwe9,,6qs8-44ki,,0.7569,embedding
erm2-nwe9,,xrwg-eczf,,0.8401,embedding
erm2-nwe9,,bug8-9f3g,,0.7668,embedding
erm2-nwe9,,sejx-2gn3,,0.7916,embedding
erm2-nwe9,,98wc-x49t,,0.7502,embedding
erm2-nwe9,,a3nt-yts4,,0.8365,embedding
erm2-nwe9,,ybdk-jmnn,,0.8806,embedding
erm2-nwe9,,78sp-6jhj,,0.7815,embedding
erm2-nwe9,,pwts-g83w,,0.8302,embedding
erm2-nwe9,,rsnd-bbih,,0.8556,embedding
erm2-nwe9,,r465-fr2q,,0.8404,embedding
erm2-nwe9,,97zg-4p9t,,0.7773,embedding
erm2-nwe9,,bbtf-6p3c,,0.8251,embedding
erm2-nwe9,,37it-gmcp,,0.7644,embedding
erm2-nwe9,,qy7q-cb9e,,0.8387,embedding
erm2-nwe9,,5ar6-qxhs,,0.8366,embedding
erm2-nwe9,,b4dv-8mq4,,0.797,embedding
erm2-nwe9,,xphq-immx,,0.8681,embedding
erm2-nwe9,,h4mf-f24e,,0.8353,embedding
erm2-nwe9,,9umc-3b2y,,0.8496,embedding
erm2-nwe9,,iaig-3vs5,,0.8099,embedding
erm2-nwe9,,cmni-fvnx,,0.7997,embedding
erm2-nwe9,,urzf-q2g5,,0.7917,embedding
erm2-nwe9,,rma9-fm39,,0.8443,embedding
erm2-nwe9,,p5md-weyf,,0.8478,embedding
erm2-nwe9,,d54t-ywim,,0.7782,embedding
erm2-nwe9,,8s5k-n45n,,0.7859,embedding
erm2-nwe9,,hv9n-xgy4,,0.7978,embedding
erm2-nwe9,,xggi-kgx9,,0.8882,embedding
erm2-nwe9,,pfn4-vjwr,,0.8729,embedding
erm2-nwe9,,ig76-wwag,,0.8023,embedding
erm2-nwe9,,ffaf-8mrv,,0.7726,embedding
erm2-nwe9,,v8i9-yfpr,,0.8424,embedding
erm2-nwe9,,67g2-p84d,,0.7759,embedding
erm2-nwe9,,2er2-jqsx,,0.8804,embedding
erm2-nwe9,,c5iv-bn4s,,0.7714,embedding
erm2-nwe9,,jr6f-nsuv,,0.795,embedding
erm2-nwe9,,cfzn-4iza,,0.7539,embedding
erm2-nwe9,,tvfr-dhen,,0.8089,embedding
erm2-nwe9,,66yh-nemi,,0.8317,embedding
erm2-nwe9,,bjmk-35w5,,0.7541,embedding
erm2-nwe9,,m4ph-grrm,,0.8166,embedding
erm2-nwe9,,auuc-fqzi,,0.8701,embedding
erm2-nwe9,,xqmg-7z3j,,0.8069,embedding
erm2-nwe9,,uwx4-aafe,,0.7628,embedding
erm2-nwe9,,ckaz-6gaa,,0.822,embedding
erm2-nwe9,,8gpu-s594,,0.8062,embedding
erm2-nwe9,,tkzt-zfpz,,0.8138,embedding
erm2-nwe9,,eyb2-p5s8,,0.8874,embedding
erm2-nwe9,,f72e-3i4c,,0.8067,embedding
erm2-nwe9,,3spy-rjpw,,0.8355,embedding
erm2-nwe9,,9f5n-qdib,,0.8397,embedding
erm2-nwe9,,7su9-xgtn,,0.8269,embedding
erm2-nwe9,,i2y3-sx2e,,0.7682,embedding
erm2-nwe9,,uebm-cmjr,,0.7958,embedding
erm2-nwe9,,8z5h-tzdr,,0.8417,embedding
erm2-nwe9,,29km-avyc,,0.7523,embedding
erm2-nwe9,,mvte-j9h9,,0.8175,embedding
erm2-nwe9,,yiqb-mq9h,,0.7575,embedding
erm2-nwe9,,hxx3-bwgv,,0.7882,embedding
erm2-nwe9,,yj3u-pw36,,0.8567,embedding
erm2-nwe9,,tsy7-gcm8,,0.8502,embedding
erm2-nwe9,,jup5-7fik,,0.7695,embedding
erm2-nwe9,,p36g-evi5,,0.802,embedding
erm2-nwe9,,mdgu-ar69,,0.8425,embedding
erm2-nwe9,,gnyq-kf2y,,0.7552,embedding
erm2-nwe9,,yv4m-nu6d,,0.8645,embedding
erm2-nwe9,,jign-uhe6,,0.851,embedding
erm2-nwe9,,e7es-jx5j,,0.8305,embedding
erm2-nwe9,,m5vz-tzqv,,0.7541,embedding
erm2-nwe9,,3m3d-zzwn,,0.7559,embedding
erm2-nwe9,,8kvz-b7tv,,0.7801,embedding
erm2-nwe9,,yunp-vs8g,,0.8319,embedding
erm2-nwe9,,xs5m-jrpm,,0.7769,embedding
erm2-nwe9,,rytv-g5ui,,0.7532,embedding
erm2-nwe9,,xxjs-y9yk,,0.8716,embedding
erm2-nwe9,,e7gc-ub6z,,0.8485,embedding
erm2-nwe9,,u7wp-np5k,,0.863,embedding
erm2-nwe9,,gk83-aa6y,,0.8122,embedding
erm2-nwe9,,4zdr-zwdi,,0.8645,embedding
erm2-nwe9,,922w-z7da,,0.8352,embedding
erm2-nwe9,,kwss-yksz,,0.8958,embedding
erm2-nwe9,,inb9-u6nt,,0.7526,embedding
erm2-nwe9,,fpeh-f7ci,,0.8967,embedding
erm2-nwe9,,wyj6-frpa,,0.8602,embedding
erm2-nwe9,,3vyj-dkjt,,0.8213,embedding
erm2-nwe9,,qjvp-rnsx,,0.8405,embedding
erm2-nwe9,,tcj7-bhry,,0.8552,embedding
erm2-nwe9,,83z6-smyr,,0.8329,embedding
erm2-nwe9,,vnz6-h2k4,,0.8328,embedding
erm2-nwe9,,9y58-8zvz,,0.7835,embedding
erm2-nwe9,,qves-4x9c,,0.7849,embedding
erm2-nwe9,,af2s-4k4p,,0.784,embedding
erm2-nwe9,,6njb-jmjq,,0.7935,embedding
erm2-nwe9,,dtmw-avzj,,0.8648,embedding
erm2-nwe9,,bdha-6eqy,,0.7521,embedding
erm2-nwe9,,n9yn-6q3f,,0.7582,embedding
erm2-nwe9,,8532-9v5k,,0.8305,embedding
erm2-nwe9,,pvxf-9irb,,0.8524,embedding
erm2-nwe9,,k84j-firu,,0.8347,embedding
erm2-nwe9,,t5w8-y8xf,,0.7512,embedding
erm2-nwe9,,yqky-aebb,,0.839,embedding
erm2-nwe9,,6wee-b7wf,,0.8273,embedding
erm2-nwe9,,vmfm-wic2,,0.8354,embedding
erm2-nwe9,,w38c-pyzq,,0.8286,embedding
erm2-nwe9,,vgmz-py3h,,0.7749,embedding
erm2-nwe9,,855v-w7mc,,0.8415,embedding
erm2-nwe9,,brsj-szf5,,0.7706,embedding
erm2-nwe9,,is5y-7g3y,,0.804,embedding
erm2-nwe9,,wkij-g2bh,,0.8456,embedding
erm2-nwe9,,fzy4-e84j,,0.8412,embedding
erm2-nwe9,,tzsf-n2j8,,0.8515,embedding
erm2-nwe9,,32rn-zwi7,,0.8308,embedding
erm2-nwe9,,8zf9-spf8,,0.7541,embedding
erm2-nwe9,,2td3-mfek,,0.8711,embedding
erm2-nwe9,,eubv-y6cr,,0.7605,embedding
erm2-nwe9,,mhyv-6iza,,0.8154,embedding
erm2-nwe9,,k3sr-iysq,,0.8187,embedding
erm2-nwe9,,xvww-awjk,,0.7988,embedding
erm2-nwe9,,7qsb-ehm7,,0.7619,embedding
erm2-nwe9,,8xru-fryn,,0.8026,embedding
erm2-nwe9,,mc7h-evz7,,0.774,embedding
erm2-nwe9,,gxfj-gcr2,,0.8487,embedding
erm2-nwe9,,7wa7-cvt5,,0.8548,embedding
erm2-nwe9,,aaqu-mkmi,,0.7712,embedding
erm2-nwe9,,wn4z-dw55,,0.8562,embedding
erm2-nwe9,,kb2e-tjy3,,0.858,embedding
erm2-nwe9,,g5fd-8j6i,,0.7517,embedding
erm2-nwe9,,ejux-uh6h,,0.7635,embedding
erm2-nwe9,,tm9k-c4na,,0.8459,embedding
erm2-nwe9,,pxkn-awzt,,0.8261,embedding
a9md-ynri,,qu8g-sxqf,,0.8376,embedding
a9md-ynri,,797j-9xvg,,0.7679,embedding
a9md-ynri,,j62e-7maa,,0.7779,embedding
a9md-ynri,,kfp4-dz4h,,0.7556,embedding
a9md-ynri,,5gq7-rgmv,,0.7779,embedding
a9md-ynri,,m64p-r9hk,,0.7525,embedding
k397-673e,,ye3c-m4ga,,0.7784,embedding
h9gi-nx95,,ph7v-u5f3,,0.752,embedding
h9gi-nx95,,xeqp-qz8h,,0.7593,embedding
ipu4-2q9a,,rbx6-tga4,,0.8966,embedding
ipu4-2q9a,,6z8x-wfk4,,0.7546,embedding
ipu4-2q9a,,eabe-havv,,0.7523,embedding
ipu4-2q9a,,w9ak-ipjd,,0.8108,embedding
ipu4-2q9a,,w7w3-xahh,,0.821,embedding
ipu4-2q9a,,enfh-gkve,,0.7965,embedding
ipu4-2q9a,,p937-wjvj,,0.7541,embedding
ipu4-2q9a,,tqtj-sjs8,,0.7546,embedding
ipu4-2q9a,,4d7f-74pe,,0.7544,embedding
ipu4-2q9a,,ptev-4hud,,0.8046,embedding
ipu4-2q9a,,bty7-2jhb,,0.9943,embedding
ipu4-2q9a,,t8hj-ruu2,,0.8136,embedding
ipu4-2q9a,,jzhd-m6uv,,0.8177,embedding
ipu4-2q9a,,nre2-6m2s,,0.7549,embedding
ipu4-2q9a,,rvih-nhyn,,0.7706,embedding
ipu4-2q9a,,pkdm-hqz6,,0.7553,embedding
ipu4-2q9a,,tjus-cn27,,0.7599,embedding
ipu4-2q9a,,nyis-y4yr,,0.8391,embedding
ipu4-2q9a,,kfp4-dz4h,,0.8663,embedding
ipu4-2q9a,,p4u2-3jgx,,0.7594,embedding
ipu4-2q9a,,5ery-qagt,,0.7539,embedding
ipu4-2q9a,,fn4k-qyk2,,0.7591,embedding
ipu4-2q9a,,c9sj-fmsg,,0.7546,embedding
ipu4-2q9a,,iz2q-9x8d,,0.9047,embedding
ipu4-2q9a,,2n4x-d97d,,0.7786,embedding
ipu4-2q9a,,98b7-th5j,,0.7527,embedding
ipu4-2q9a,,9s68-zggy,,0.7575,embedding
ipu4-2q9a,,4k4u-823g,,0.7599,embedding
ipu4-2q9a,,q5u8-89nv,,0.8014,embedding
ipu4-2q9a,,xxbr-ypig,,0.8143,embedding
ipu4-2q9a,,g76y-dcqj,,0.7728,embedding
ipu4-2q9a,,bvug-v3mm,,0.8067,embedding
ipu4-2q9a,,799n-b76v,,0.7754,embedding
ipu4-2q9a,,dpm2-m9mq,,0.7848,embedding
ipu4-2q9a,,2bsr-c6qq,,0.7543,embedding
ipu4-2q9a,,9hxz-c2kj,,0.7662,embedding
ipu4-2q9a,,9z9b-6hvk,,0.7836,embedding
ipu4-2q9a,,6anw-twe4,,0.7645,embedding
ipu4-2q9a,,f264-qcv3,,0.7631,embedding
ipu4-2q9a,,8fei-z6rz,,0.7693,embedding
ipu4-2q9a,,ghu2-eden,,0.7798,embedding
ipu4-2q9a,,uxsz-6j5j,,0.752,embedding
ipu4-2q9a,,uf93-f8nk,,0.7651,embedding
ipu4-2q9a,,gy3q-4tzp,,0.7658,embedding
ipu4-2q9a,,9umc-3b2y,,0.7521,embedding
ipu4-2q9a,,v8i9-yfpr,,0.7836,embedding
ipu4-2q9a,,m4ph-grrm,,0.7919,embedding
ipu4-2q9a,,vpeq-ndkd,,0.7857,embedding
ipu4-2q9a,,kwss-yksz,,0.7594,embedding
ipu4-2q9a,,fpeh-f7ci,,0.7574,embedding
ipu4-2q9a,,vnz6-h2k4,,0.7749,embedding
tg4x-b46p,,43nn-pn8j,,0.7536,embedding
tg4x-b46p,,dg92-zbpx,,0.7654,embedding
tg4x-b46p,,wvxf-dwi5,,0.7559,embedding
tg4x-b46p,,64uk-42ks,,0.7619,embedding
tg4x-b46p,,enfh-gkve,,0.7651,embedding
tg4x-b46p,,tvpp-9vvx,,0.8198,embedding
tg4x-b46p,,yjub-udmw,,0.7587,embedding
tg4x-b46p,,mdbu-nrqn,,0.7531,embedding
tg4x-b46p,,ji82-xba5,,0.7512,embedding
tg4x-b46p,,wshr-5vic,,0.7668,embedding
tg4x-b46p,,bkfu-528j,,0.8089,embedding
tg4x-b46p,,hn5i-inap,,0.7595,embedding
tg4x-b46p,,w9ei-idxz,,0.7515,embedding
tg4x-b46p,,5ery-qagt,,0.7888,embedding
tg4x-b46p,,bdjm-n7q4,,0.7888,embedding
tg4x-b46p,,b9km-gdpy,,0.7762,embedding
tg4x-b46p,,bquu-z2ht,,0.7605,embedding
tg4x-b46p,,4kpn-sezh,,0.7717,embedding
tg4x-b46p,,6v4b-5gp4,,0.8363,embedding
tg4x-b46p,,5kqf-fg3n,,0.7522,embedding
tg4x-b46p,,ebkm-iyma,,0.7601,embedding
tg4x-b46p,,82zj-84is,,0.7849,embedding
tg4x-b46p,,9n6h-pt9g,,0.7628,embedding
tg4x-b46p,,mu46-p9is,,0.7914,embedding
tg4x-b46p,,a4qt-mpr5,,0.7841,embedding
tg4x-b46p,,9hxz-c2kj,,0.7538,embedding
tg4x-b46p,,6anw-twe4,,0.7502,embedding
