dataset_id_1,column_name_1,dataset_id_2,column_name_2,score,method
gk83-aa6y,,t5w8-y8xf,,0.8058,embedding
gk83-aa6y,,yqky-aebb,,0.8776,embedding
gk83-aa6y,,6wee-b7wf,,0.912,embedding
gk83-aa6y,,vmfm-wic2,,0.9121,embedding
gk83-aa6y,,w38c-pyzq,,0.9068,embedding
gk83-aa6y,,vgmz-py3h,,0.7961,embedding
gk83-aa6y,,855v-w7mc,,0.8802,embedding
gk83-aa6y,,mmvm-mvi3,,0.7595,embedding
gk83-aa6y,,brsj-szf5,,0.7719,embedding
gk83-aa6y,,is5y-7g3y,,0.8053,embedding
gk83-aa6y,,wkij-g2bh,,0.7735,embedding
gk83-aa6y,,fzy4-e84j,,0.8119,embedding
gk83-aa6y,,tzsf-n2j8,,0.8648,embedding
gk83-aa6y,,32rn-zwi7,,0.9042,embedding
gk83-aa6y,,2td3-mfek,,0.8835,embedding
gk83-aa6y,,eubv-y6cr,,0.7651,embedding
gk83-aa6y,,2t89-756w,,0.7585,embedding
gk83-aa6y,,mhyv-6iza,,0.8505,embedding
gk83-aa6y,,k3sr-iysq,,0.7786,embedding
gk83-aa6y,,xvww-awjk,,0.781,embedding
gk83-aa6y,,8xru-fryn,,0.7545,embedding
gk83-aa6y,,mc7h-evz7,,0.7704,embedding
gk83-aa6y,,gxfj-gcr2,,0.8507,embedding
gk83-aa6y,,7wa7-cvt5,,0.8614,embedding
gk83-aa6y,,wn4z-dw55,,0.872,embedding
gk83-aa6y,,kb2e-tjy3,,0.8161,embedding
gk83-aa6y,,g5fd-8j6i,,0.7614,embedding
gk83-aa6y,,tm9k-c4na,,0.866,embedding
rc2t-8fid,,hjvj-jfc9,,0.8162,embedding
rc2t-8fid,,i6ds-scnc,,0.8736,embedding
rc2t-8fid,,8zxg-9a5c,,0.8845,embedding
rc2t-8fid,,9tnu-6rdi,,0.7862,embedding
4zdr-zwdi,,922w-z7da,,0.8394,embedding
4zdr-zwdi,,kwss-yksz,,0.8923,embedding
4zdr-zwdi,,3we2-bw9s,,0.7573,embedding
4zdr-zwdi,,inb9-u6nt,,0.7808,embedding
4zdr-zwdi,,fpeh-f7ci,,0.9173,embedding
4zdr-zwdi,,wyj6-frpa,,0.8732,embedding
4zdr-zwdi,,3vyj-dkjt,,0.9022,embedding
4zdr-zwdi,,qjvp-rnsx,,0.9065,embedding
4zdr-zwdi,,tcj7-bhry,,0.929,embedding
4zdr-zwdi,,83z6-smyr,,0.9157,embedding
4zdr-zwdi,,vnz6-h2k4,,0.8052,embedding
4zdr-zwdi,,9y58-8zvz,,0.7672,embedding
4zdr-zwdi,,af2s-4k4p,,0.7591,embedding
4zdr-zwdi,,6njb-jmjq,,0.8124,embedding
4zdr-zwdi,,dtmw-avzj,,0.9744,embedding
4zdr-zwdi,,bdha-6eqy,,0.7752,embedding
4zdr-zwdi,,n9yn-6q3f,,0.7754,embedding
4zdr-zwdi,,8532-9v5k,,0.9147,embedding
4zdr-zwdi,,pvxf-9irb,,0.9081,embedding
4zdr-zwdi,,k84j-firu,,0.9147,embedding
4zdr-zwdi,,t5w8-y8xf,,0.769,embedding
4zdr-zwdi,,yqky-aebb,,0.9206,embedding
4zdr-zwdi,,6wee-b7wf,,0.9168,embedding
4zdr-zwdi,,vmfm-wic2,,0.916,embedding
4zdr-zwdi,,w38c-pyzq,,0.916,embedding
4zdr-zwdi,,vgmz-py3h,,0.7981,embedding
4zdr-zwdi,,855v-w7mc,,0.9289,embedding
4zdr-zwdi,,brsj-szf5,,0.8094,embedding
4zdr-zwdi,,is5y-7g3y,,0.8248,embedding
4zdr-zwdi,,wkij-g2bh,,0.862,embedding
4zdr-zwdi,,fzy4-e84j,,0.8661,embedding
4zdr-zwdi,,tzsf-n2j8,,0.9544,embedding
4zdr-zwdi,,32rn-zwi7,,0.9154,embedding
4zdr-zwdi,,2td3-mfek,,0.9286,embedding
4zdr-zwdi,,eubv-y6cr,,0.7658,embedding
4zdr-zwdi,,2t89-756w,,0.7939,embedding
4zdr-zwdi,,mhyv-6iza,,0.8778,embedding
4zdr-zwdi,,k3sr-iysq,,0.8318,embedding
4zdr-zwdi,,xvww-awjk,,0.8249,embedding
4zdr-zwdi,,2juy-aj8e,,0.7685,embedding
4zdr-zwdi,,8xru-fryn,,0.8179,embedding
4zdr-zwdi,,mc7h-evz7,,0.804,embedding
4zdr-zwdi,,gxfj-gcr2,,0.9311,embedding
4zdr-zwdi,,7wa7-cvt5,,0.9527,embedding
4zdr-zwdi,,aaqu-mkmi,,0.7673,embedding
4zdr-zwdi,,gtdx-4w36,,0.7541,embedding
4zdr-zwdi,,xpi5-cr5b,,0.7619,embedding
4zdr-zwdi,,wn4z-dw55,,0.9484,embedding
4zdr-zwdi,,r773-ytwa,,0.7614,embedding
4zdr-zwdi,,kb2e-tjy3,,0.8811,embedding
4zdr-zwdi,,g5fd-8j6i,,0.7906,embedding
4zdr-zwdi,,ejux-uh6h,,0.7876,embedding
4zdr-zwdi,,48wd-x25j,,0.7772,embedding
4zdr-zwdi,,tm9k-c4na,,0.9522,embedding
4zdr-zwdi,,pxkn-awzt,,0.8238,embedding
pffu-gbfi,,inb9-u6nt,,0.7547,embedding
pffu-gbfi,,p3r6-jdne,,0.8812,embedding
pffu-gbfi,,mg8s-7r2b,,0.7593,embedding
pffu-gbfi,,vrku-2kif,,0.9,embedding
6v28-b75u,,39qw-754y,,0.7813,embedding
wh2p-dxnf,,afns-vxeu,,0.8617,embedding
wh2p-dxnf,,jr73-mxkz,,0.7942,embedding
wh2p-dxnf,,2qqs-crk2,,0.8644,embedding
wh2p-dxnf,,68m2-uzcb,,0.8263,embedding
wh2p-dxnf,,cj2p-e3ej,,0.816,embedding
wh2p-dxnf,,bqye-aqft,,0.8381,embedding
wh2p-dxnf,,6dic-zdhf,,0.7865,embedding
wh2p-dxnf,,cgn7-aehz,,0.8104,embedding
wh2p-dxnf,,83yx-cgpy,,0.8996,embedding
wh2p-dxnf,,vhqf-adkz,,0.7988,embedding
wh2p-dxnf,,ptd9-4c6m,,0.7953,embedding
wh2p-dxnf,,r9cu-9r7b,,0.7746,embedding
wh2p-dxnf,,ees7-4ufv,,0.7778,embedding
wh2p-dxnf,,ue2e-9jm2,,0.7747,embedding
wh2p-dxnf,,6hbv-tek4,,0.7692,embedding
wh2p-dxnf,,b7j8-z8a7,,0.7741,embedding
wh2p-dxnf,,mi5z-t7dx,,0.9654,embedding
wh2p-dxnf,,p9cw-7gsv,,0.7747,embedding
wh2p-dxnf,,6uj9-35vn,,0.7747,embedding
wh2p-dxnf,,xzng-ft6f,,0.8404,embedding
wh2p-dxnf,,5yfv-9hkp,,0.8398,embedding
wh2p-dxnf,,dwer-xbgx,,0.7747,embedding
wh2p-dxnf,,eymt-yinc,,0.8691,embedding
wh2p-dxnf,,36nr-7fbp,,0.8317,embedding
wh2p-dxnf,,92m5-3pwp,,0.7858,embedding
wh2p-dxnf,,y9w2-ph8n,,0.8555,embedding
wh2p-dxnf,,nymm-wb5m,,0.8398,embedding
wh2p-dxnf,,qzji-nvbd,,0.8577,embedding
wh2p-dxnf,,bug9-xeqp,,0.7719,embedding
wh2p-dxnf,,7igh-afai,,0.7801,embedding
wh2p-dxnf,,sidw-jf8y,,0.8758,embedding
wh2p-dxnf,,5n8j-8i2y,,0.7801,embedding
wh2p-dxnf,,6ztr-wgff,,0.8218,embedding
wh2p-dxnf,,t3ph-3ztd,,0.8356,embedding
wh2p-dxnf,,e9rz-c67w,,0.8269,embedding
wh2p-dxnf,,n2h8-q6ag,,0.834,embedding
wh2p-dxnf,,35e4-miqd,,0.8431,embedding
wh2p-dxnf,,4294-fz9s,,0.8617,embedding
wh2p-dxnf,,y4qz-3s3n,,0.8363,embedding
wh2p-dxnf,,ux2f-f5fi,,0.8356,embedding
wh2p-dxnf,,yjgu-spfb,,0.7693,embedding
wh2p-dxnf,,jyp7-eqhh,,0.8555,embedding
wh2p-dxnf,,jntv-ngw5,,0.7508,embedding
wh2p-dxnf,,qssd-iewi,,0.9654,embedding
wh2p-dxnf,,ht7m-2uh6,,0.7975,embedding
wh2p-dxnf,,4wtg-vt8c,,0.7729,embedding
wh2p-dxnf,,k2r4-n9ax,,0.8533,embedding
hjvj-jfc9,,8zxg-9a5c,,0.868,embedding
arzb-yfdv,,2emc-na4n,,0.9434,embedding
arzb-yfdv,,2vha-97jm,,0.9677,embedding
arzb-yfdv,,p5v2-fwzn,,0.9571,embedding
arzb-yfdv,,km68-5z64,,0.9825,embedding
arzb-yfdv,,eu48-ehkz,,0.9454,embedding
arzb-yfdv,,ccgt-mp8e,,0.9912,embedding
cyfw-hfqk,,wv4q-e75v,,1.0,embedding
cyfw-hfqk,,qbce-2kcu,,0.9244,embedding
cyfw-hfqk,,gahm-hu5h,,0.9234,embedding
cyfw-hfqk,,cwg5-cqkm,,0.9067,embedding
cyfw-hfqk,,9sfa-4geq,,0.9461,embedding
cyfw-hfqk,,97iw-vtbx,,0.9461,embedding
cyfw-hfqk,,bawj-6bgn,,0.965,embedding
dv8j-yjt9,,sk7w-byju,,0.8198,embedding
dv8j-yjt9,,iuvu-z276,,0.795,embedding
dv8j-yjt9,,xni9-ncns,,0.8114,embedding
dv8j-yjt9,,55yj-h64d,,0.7858,embedding
dv8j-yjt9,,suzc-ps6g,,0.8198,embedding
dv8j-yjt9,,mrnf-ezdm,,0.8156,embedding
dv8j-yjt9,,j39j-zq32,,0.7803,embedding
dv8j-yjt9,,77u7-ptbn,,0.8347,embedding
dv8j-yjt9,,29ry-u5bf,,0.8135,embedding
dv8j-yjt9,,xqea-6ihi,,0.776,embedding
dv8j-yjt9,,vrs9-g7kz,,0.8347,embedding
dv8j-yjt9,,kivi-tmb3,,0.7858,embedding
dv8j-yjt9,,8jzu-ady5,,0.9999,embedding
dv8j-yjt9,,6gzn-qtm3,,0.8198,embedding
dv8j-yjt9,,dw8c-pxy2,,0.797,embedding
dv8j-yjt9,,wspa-cuqk,,0.8114,embedding
dv8j-yjt9,,pgun-i6u7,,0.8158,embedding
dv8j-yjt9,,myrx-addi,,0.7858,embedding
dv8j-yjt9,,nk42-j6hc,,0.8114,embedding
dv8j-yjt9,,5qbe-4vqd,,0.8114,embedding
dv8j-yjt9,,eg75-mh9k,,0.7833,embedding
dv8j-yjt9,,au8p-qz8c,,0.8347,embedding
dv8j-yjt9,,reri-chf8,,0.783,embedding
dv8j-yjt9,,q45m-5vk4,,0.8039,embedding
dv8j-yjt9,,kiwq-bb5k,,0.8057,embedding
dv8j-yjt9,,7scx-rfrp,,0.8158,embedding
dv8j-yjt9,,hyht-buiu,,0.7858,embedding
dv8j-yjt9,,mqk5-vp9c,,0.8114,embedding
dv8j-yjt9,,4tdt-h5f6,,0.7814,embedding
dv8j-yjt9,,8fwe-y7ui,,0.8135,embedding
dv8j-yjt9,,2s75-2b3b,,0.8147,embedding
dv8j-yjt9,,ctq9-j8y9,,0.7958,embedding
dv8j-yjt9,,vv3n-5y3z,,0.7889,embedding
dv8j-yjt9,,w3w9-rtaj,,0.8347,embedding
dv8j-yjt9,,phqd-xav8,,0.7967,embedding
dv8j-yjt9,,u7tg-8kia,,0.8158,embedding
dv8j-yjt9,,pd6g-yghw,,0.783,embedding
dv8j-yjt9,,a6bb-tgvr,,0.8114,embedding
dv8j-yjt9,,vc9v-wg6y,,0.8135,embedding
dv8j-yjt9,,qf2u-z2br,,0.8114,embedding
dv8j-yjt9,,bx2w-sb84,,0.7858,embedding
dv8j-yjt9,,a345-26ab,,0.8114,embedding
dv8j-yjt9,,5cd6-v74i,,0.8147,embedding
dv8j-yjt9,,66ry-raij,,0.8158,embedding
dv8j-yjt9,,xr5s-zsn6,,0.7884,embedding
dv8j-yjt9,,uep6-mri2,,0.8114,embedding
dv8j-yjt9,,9b8z-mk7h,,0.783,embedding
dv8j-yjt9,,tsps-ttpz,,0.8173,embedding
dv8j-yjt9,,2bs8-z87y,,0.7884,embedding
dv8j-yjt9,,gk67-cwwz,,0.7673,embedding
dv8j-yjt9,,vmbc-b9fa,,0.7673,embedding
dv8j-yjt9,,qiyv-ty5u,,0.7747,embedding
hjjq-k984,,38pn-tyf4,,0.7652,embedding
hjjq-k984,,6ayi-8khd,,0.7705,embedding
9yid-w4y8,,kwss-yksz,,0.751,embedding
9yid-w4y8,,3vyj-dkjt,,0.7589,embedding
wv4q-e75v,,qbce-2kcu,,0.9244,embedding
wv4q-e75v,,gahm-hu5h,,0.9234,embedding
wv4q-e75v,,cwg5-cqkm,,0.9067,embedding
wv4q-e75v,,9sfa-4geq,,0.9461,embedding
wv4q-e75v,,97iw-vtbx,,0.9461,embedding
wv4q-e75v,,bawj-6bgn,,0.965,embedding
qbce-2kcu,,gahm-hu5h,,0.9996,embedding
qbce-2kcu,,cwg5-cqkm,,0.9671,embedding
qbce-2kcu,,9sfa-4geq,,0.9722,embedding
qbce-2kcu,,97iw-vtbx,,0.9722,embedding
qbce-2kcu,,bawj-6bgn,,0.9454,embedding
afns-vxeu,,jr73-mxkz,,0.8363,embedding
afns-vxeu,,cg6g-43bj,,0.7563,embedding
afns-vxeu,,2qqs-crk2,,0.778,embedding
afns-vxeu,,68m2-uzcb,,0.8924,embedding
afns-vxeu,,cj2p-e3ej,,0.8598,embedding
afns-vxeu,,bqye-aqft,,0.8555,embedding
afns-vxeu,,6dic-zdhf,,0.8151,embedding
afns-vxeu,,cgn7-aehz,,0.8646,embedding
afns-vxeu,,hqhh-iv7p,,0.7701,embedding
afns-vxeu,,83yx-cgpy,,0.8799,embedding
afns-vxeu,,vhqf-adkz,,0.8604,embedding
afns-vxeu,,ptd9-4c6m,,0.7787,embedding
afns-vxeu,,r9cu-9r7b,,0.7861,embedding
afns-vxeu,,ees7-4ufv,,0.7831,embedding
afns-vxeu,,ue2e-9jm2,,0.7918,embedding
afns-vxeu,,6hbv-tek4,,0.7885,embedding
afns-vxeu,,b7j8-z8a7,,0.7779,embedding
afns-vxeu,,6ez8-za84,,0.7576,embedding
afns-vxeu,,mi5z-t7dx,,0.8287,embedding
afns-vxeu,,p9cw-7gsv,,0.7918,embedding
afns-vxeu,,6uj9-35vn,,0.7918,embedding
afns-vxeu,,xzng-ft6f,,0.8969,embedding
afns-vxeu,,5yfv-9hkp,,0.9075,embedding
afns-vxeu,,dwer-xbgx,,0.7918,embedding
afns-vxeu,,eymt-yinc,,0.9022,embedding
afns-vxeu,,36nr-7fbp,,0.8577,embedding
afns-vxeu,,92m5-3pwp,,0.7934,embedding
afns-vxeu,,nymm-wb5m,,0.9075,embedding
afns-vxeu,,qzji-nvbd,,0.876,embedding
afns-vxeu,,bug9-xeqp,,0.8059,embedding
afns-vxeu,,sidw-jf8y,,0.7688,embedding
afns-vxeu,,6ztr-wgff,,0.876,embedding
afns-vxeu,,e9rz-c67w,,0.7834,embedding
afns-vxeu,,n2h8-q6ag,,0.7937,embedding
afns-vxeu,,35e4-miqd,,0.9174,embedding
afns-vxeu,,4294-fz9s,,1.0,embedding
afns-vxeu,,y4qz-3s3n,,0.9346,embedding
afns-vxeu,,jntv-ngw5,,0.7666,embedding
afns-vxeu,,qssd-iewi,,0.8287,embedding
afns-vxeu,,k2r4-n9ax,,0.8958,embedding
8iee-pzu6,,4e3j-75af,,1.0,embedding
8iee-pzu6,,b22r-9izv,,1.0,embedding
3z69-v9cd,,czei-7bxd,,0.9833,embedding
y9si-s7ab,,922w-z7da,,0.8855,embedding
y9si-s7ab,,kwss-yksz,,0.7601,embedding
y9si-s7ab,,fxs2-faah,,0.8161,embedding
y9si-s7ab,,n7f2-dyvt,,0.8029,embedding
y9si-s7ab,,qjvp-rnsx,,0.7643,embedding
y9si-s7ab,,fytp-pq92,,0.7534,embedding
y9si-s7ab,,6njb-jmjq,,0.7633,embedding
y9si-s7ab,,x882-mwt5,,0.8221,embedding
y9si-s7ab,,wgbs-damt,,0.7568,embedding
y9si-s7ab,,mdmw-kuen,,0.7558,embedding
y9si-s7ab,,yqky-aebb,,0.761,embedding
y9si-s7ab,,855v-w7mc,,0.7514,embedding
y9si-s7ab,,brsj-szf5,,0.7539,embedding
y9si-s7ab,,wkij-g2bh,,0.7899,embedding
y9si-s7ab,,2td3-mfek,,0.7715,embedding
y9si-s7ab,,5mv6-f76y,,0.8161,embedding
y9si-s7ab,,eubv-y6cr,,0.7787,embedding
y9si-s7ab,,j4y5-w7iq,,0.764,embedding
y9si-s7ab,,k3sr-iysq,,0.7548,embedding
y9si-s7ab,,drep-uzs7,,0.8027,embedding
y9si-s7ab,,xvww-awjk,,0.7532,embedding
y9si-s7ab,,8xru-fryn,,0.778,embedding
y9si-s7ab,,mc7h-evz7,,0.7572,embedding
y9si-s7ab,,aaqu-mkmi,,0.7668,embedding
2a67-6eaq,,smui-k6ms,,0.9406,embedding
2a67-6eaq,,idat-aemv,,0.7617,embedding
2a67-6eaq,,5tgd-xk3z,,0.7553,embedding
2a67-6eaq,,s57c-tzcg,,0.9964,embedding
kun8-kdsr,,tcwb-nry3,,0.7933,embedding
kun8-kdsr,,wyj6-frpa,,0.7533,embedding
kun8-kdsr,,qjvp-rnsx,,0.7538,embedding
kun8-kdsr,,yqhh-93zq,,0.7933,embedding
kun8-kdsr,,fbkk-n4e3,,0.7759,embedding
kun8-kdsr,,6njb-jmjq,,0.7942,embedding
kun8-kdsr,,bdha-6eqy,,0.7839,embedding
kun8-kdsr,,kgzj-pjna,,0.7788,embedding
kun8-kdsr,,7z3a-ched,,0.8071,embedding
kun8-kdsr,,pvxf-9irb,,0.7784,embedding
kun8-kdsr,,dimy-qyej,,0.8218,embedding
kun8-kdsr,,cgcg-w2ys,,0.8028,embedding
kun8-kdsr,,yqky-aebb,,0.7671,embedding
kun8-kdsr,,w9zq-xm8b,,0.8123,embedding
kun8-kdsr,,brsj-szf5,,0.7946,embedding
kun8-kdsr,,ns8x-qshd,,0.8286,embedding
kun8-kdsr,,7igh-afai,,0.7561,embedding
kun8-kdsr,,eubv-y6cr,,0.7649,embedding
kun8-kdsr,,5n8j-8i2y,,0.7561,embedding
kun8-kdsr,,pc3j-jk2d,,0.8056,embedding
kun8-kdsr,,dhcf-pcvf,,0.8056,embedding
kun8-kdsr,,k3sr-iysq,,0.7984,embedding
kun8-kdsr,,xvww-awjk,,0.8289,embedding
kun8-kdsr,,8xru-fryn,,0.7735,embedding
kun8-kdsr,,mc7h-evz7,,0.8142,embedding
kun8-kdsr,,bvus-rxia,,0.7512,embedding
kun8-kdsr,,aaqu-mkmi,,0.8287,embedding
kun8-kdsr,,it7p-hbtd,,0.8056,embedding
kun8-kdsr,,ht7m-2uh6,,0.7598,embedding
kun8-kdsr,,g5fd-8j6i,,0.7886,embedding
922w-z7da,,kwss-yksz,,0.8526,embedding
922w-z7da,,3we2-bw9s,,0.7718,embedding
922w-z7da,,fxs2-faah,,0.7823,embedding
922w-z7da,,8rjn-kpsh,,0.776,embedding
922w-z7da,,vtjm-ngnu,,0.7748,embedding
922w-z7da,,fpeh-f7ci,,0.8235,embedding
922w-z7da,,wyj6-frpa,,0.8301,embedding
922w-z7da,,3vyj-dkjt,,0.7994,embedding
922w-z7da,,qjvp-rnsx,,0.8225,embedding
922w-z7da,,tcj7-bhry,,0.835,embedding
922w-z7da,,83z6-smyr,,0.8181,embedding
922w-z7da,,vnz6-h2k4,,0.8323,embedding
922w-z7da,,af2s-4k4p,,0.7721,embedding
922w-z7da,,6njb-jmjq,,0.8058,embedding
922w-z7da,,x882-mwt5,,0.8403,embedding
922w-z7da,,dtmw-avzj,,0.8484,embedding
922w-z7da,,bdha-6eqy,,0.7849,embedding
922w-z7da,,8532-9v5k,,0.8095,embedding
922w-z7da,,pvxf-9irb,,0.8354,embedding
922w-z7da,,k84j-firu,,0.8169,embedding
922w-z7da,,yqky-aebb,,0.8439,embedding
922w-z7da,,6wee-b7wf,,0.8137,embedding
922w-z7da,,vmfm-wic2,,0.8011,embedding
922w-z7da,,w38c-pyzq,,0.8246,embedding
922w-z7da,,855v-w7mc,,0.8412,embedding
922w-z7da,,brsj-szf5,,0.7951,embedding
922w-z7da,,is5y-7g3y,,0.7981,embedding
922w-z7da,,wkij-g2bh,,0.8768,embedding
922w-z7da,,fzy4-e84j,,0.7779,embedding
922w-z7da,,tzsf-n2j8,,0.8298,embedding
922w-z7da,,32rn-zwi7,,0.8,embedding
922w-z7da,,2td3-mfek,,0.8474,embedding
922w-z7da,,5mv6-f76y,,0.8535,embedding
922w-z7da,,eubv-y6cr,,0.7776,embedding
922w-z7da,,j4y5-w7iq,,0.7541,embedding
922w-z7da,,mhyv-6iza,,0.8058,embedding
922w-z7da,,k3sr-iysq,,0.7886,embedding
922w-z7da,,xvww-awjk,,0.794,embedding
922w-z7da,,8xru-fryn,,0.8184,embedding
922w-z7da,,mc7h-evz7,,0.7927,embedding
922w-z7da,,gxfj-gcr2,,0.7985,embedding
922w-z7da,,7wa7-cvt5,,0.8176,embedding
922w-z7da,,aaqu-mkmi,,0.7531,embedding
922w-z7da,,wn4z-dw55,,0.8208,embedding
922w-z7da,,kb2e-tjy3,,0.7987,embedding
922w-z7da,,g5fd-8j6i,,0.7899,embedding
922w-z7da,,tm9k-c4na,,0.8203,embedding
922w-z7da,,pxkn-awzt,,0.7704,embedding
34zp-q667,,g6b7-t4s8,,0.9436,embedding
34zp-q667,,gxnb-ej7b,,0.9785,embedding
34zp-q667,,43qn-d6r8,,0.9178,embedding
34zp-q667,,7ynj-zrfs,,1.0,embedding
34zp-q667,,je36-bj3z,,0.9763,embedding
34zp-q667,,pvwn-aqw2,,0.944,embedding
34zp-q667,,bzs3-dh33,,0.9788,embedding
34zp-q667,,8as3-nzhd,,0.9748,embedding
34zp-q667,,n2rw-tynt,,0.944,embedding
34zp-q667,,cpqj-5zux,,0.9581,embedding
34zp-q667,,r354-7m36,,0.944,embedding
34zp-q667,,8gg9-r4mt,,0.9218,embedding
34zp-q667,,h28n-r45y,,0.9785,embedding
34zp-q667,,pknx-dgka,,0.9218,embedding
34zp-q667,,yf4t-7qtx,,0.943,embedding
34zp-q667,,i6xf-7bqx,,1.0,embedding
34zp-q667,,dcpj-gxjy,,0.9763,embedding
34zp-q667,,jkyj-m87c,,1.0,embedding
34zp-q667,,9nyh-gsuu,,0.943,embedding
34zp-q667,,pkhy-wwga,,0.9581,embedding
34zp-q667,,2ic6-4hrf,,0.9218,embedding
34zp-q667,,puec-8mer,,0.8989,embedding
34zp-q667,,4wgu-f3yf,,0.944,embedding
34zp-q667,,i3ez-z58g,,0.943,embedding
34zp-q667,,wtqm-fd2z,,0.9748,embedding
34zp-q667,,twu4-tp2g,,0.944,embedding
34zp-q667,,9ksk-35jf,,0.8783,embedding
34zp-q667,,dp2s-vccd,,1.0,embedding
34zp-q667,,2zdm-jpub,,0.9785,embedding
34zp-q667,,ezaf-3uhs,,0.8707,embedding
34zp-q667,,am74-3pnv,,0.8809,embedding
34zp-q667,,utu8-j8sk,,0.9218,embedding
34zp-q667,,4jus-39vu,,0.9581,embedding
34zp-q667,,gsjx-zx9n,,0.9788,embedding
34zp-q667,,47g8-ngxw,,0.9218,embedding
34zp-q667,,esep-hmvs,,0.9788,embedding
34zp-q667,,sas9-vd86,,0.8892,embedding
34zp-q667,,r4dz-wduq,,0.9763,embedding
34zp-q667,,vn74-s6rt,,0.9436,embedding
34zp-q667,,4edb-7rb7,,0.9218,embedding
34zp-q667,,nhq5-jx6b,,0.9178,embedding
34zp-q667,,35qr-3ykq,,0.9178,embedding
34zp-q667,,d4cb-8mwj,,0.8809,embedding
34zp-q667,,3c9q-94ad,,0.943,embedding
34zp-q667,,uqgd-pt5w,,0.9436,embedding
34zp-q667,,ehji-3xy2,,0.9788,embedding
34zp-q667,,mi4r-ama5,,0.944,embedding
34zp-q667,,sfvr-tcdy,,0.9788,embedding
34zp-q667,,by8q-dp62,,0.9748,embedding
34zp-q667,,gxt2-i5qe,,0.943,embedding
34zp-q667,,kr87-pum9,,0.9581,embedding
34zp-q667,,95ii-vcsx,,0.9763,embedding
34zp-q667,,tiwv-ukz3,,0.8892,embedding
34zp-q667,,7yda-ws2j,,0.9436,embedding
34zp-q667,,ptkq-bbd4,,0.9748,embedding
34zp-q667,,fzwc-6vqf,,0.943,embedding
34zp-q667,,9igb-ny64,,0.9178,embedding
34zp-q667,,xkuq-9uzf,,1.0,embedding
34zp-q667,,x7pf-vzed,,0.9785,embedding
34zp-q667,,engv-gkbr,,0.9785,embedding
34zp-q667,,k7ur-6x2q,,0.8809,embedding
34zp-q667,,hi2h-7vr7,,0.7715,embedding
34zp-q667,,cfuy-6eha,,0.8292,embedding
34zp-q667,,nbpb-zygj,,0.8623,embedding
5yiz-8xar,,iuvu-z276,,0.7594,embedding
5yiz-8xar,,mrnf-ezdm,,0.8174,embedding
5yiz-8xar,,j39j-zq32,,0.9585,embedding
5yiz-8xar,,xqea-6ihi,,0.979,embedding
5yiz-8xar,,dw8c-pxy2,,0.8229,embedding
5yiz-8xar,,q45m-5vk4,,0.8078,embedding
5yiz-8xar,,kiwq-bb5k,,0.777,embedding
5yiz-8xar,,4tdt-h5f6,,0.9674,embedding
5yiz-8xar,,ctq9-j8y9,,0.821,embedding
5yiz-8xar,,vv3n-5y3z,,0.8202,embedding
5yiz-8xar,,phqd-xav8,,0.9541,embedding
5yiz-8xar,,5cd6-v74i,,0.7827,embedding
5yiz-8xar,,xr5s-zsn6,,0.7544,embedding
5yiz-8xar,,tsps-ttpz,,0.7822,embedding
u69g-mvrb,,tcwb-nry3,,0.7922,embedding
u69g-mvrb,,yqhh-93zq,,0.7922,embedding
u69g-mvrb,,7f4s-uwi7,,1.0,embedding
u69g-mvrb,,cgcg-w2ys,,0.7846,embedding
u69g-mvrb,,k3sr-iysq,,0.7563,embedding
u69g-mvrb,,xvww-awjk,,0.7561,embedding
u69g-mvrb,,aaqu-mkmi,,0.7649,embedding
7wse-xesc,,9caw-yxsv,,0.7549,embedding
w99a-xtai,,evir-bydt,,0.7889,embedding
w99a-xtai,,eyk3-bhe9,,0.7627,embedding
w99a-xtai,,ezaf-3uhs,,0.7559,embedding
w99a-xtai,,xt7f-mv4x,,0.7889,embedding
w99a-xtai,,nhak-36my,,0.7846,embedding
w99a-xtai,,npwk-bcm6,,0.8039,embedding
w99a-xtai,,gk67-cwwz,,0.7939,embedding
w99a-xtai,,cfuy-6eha,,0.7633,embedding
tcwb-nry3,,kwss-yksz,,0.773,embedding
tcwb-nry3,,36qa-cicj,,0.7523,embedding
tcwb-nry3,,p3r6-jdne,,0.7537,embedding
tcwb-nry3,,wyj6-frpa,,0.7764,embedding
tcwb-nry3,,3vyj-dkjt,,0.7825,embedding
tcwb-nry3,,qjvp-rnsx,,0.787,embedding
tcwb-nry3,,tcj7-bhry,,0.77,embedding
tcwb-nry3,,83z6-smyr,,0.7649,embedding
tcwb-nry3,,yqhh-93zq,,1.0,embedding
tcwb-nry3,,af2s-4k4p,,0.7898,embedding
tcwb-nry3,,fbkk-n4e3,,0.9263,embedding
tcwb-nry3,,76hw-72td,,0.7781,embedding
tcwb-nry3,,6njb-jmjq,,0.8152,embedding
tcwb-nry3,,bdha-6eqy,,0.7881,embedding
tcwb-nry3,,kgzj-pjna,,0.9145,embedding
tcwb-nry3,,8532-9v5k,,0.7814,embedding
tcwb-nry3,,2ji4-fd5z,,0.7785,embedding
tcwb-nry3,,7z3a-ched,,0.7844,embedding
tcwb-nry3,,pvxf-9irb,,0.813,embedding
tcwb-nry3,,k84j-firu,,0.7626,embedding
tcwb-nry3,,nsqj-6wg3,,0.7569,embedding
tcwb-nry3,,dimy-qyej,,0.8084,embedding
tcwb-nry3,,7f4s-uwi7,,0.7922,embedding
tcwb-nry3,,cgcg-w2ys,,0.919,embedding
